,sentence,DA_tag
10553,Yeah,accept
10554,Huh uh,accept
10555,Yeah,accept
10556,yeah,accept
10557,Okay,farewell
10558,Yeah,accept
10559,Yeah,accept
10560,Uh huh,accept
10561,Oh,accept
10562,Yeah,accept
10563,Right,accept
10564,Sure,accept
10565,Yeah laughter,accept
10566,yeah,accept
10567,Yeah,accept
10568,Uh huh,accept
10569,Oh yeah,accept
10570,Yeah,accept
10571,Uh huh,accept
10572,right,accept
10573,Uh huh,accept
10574,Uh oh,accept
10575,Uh huh,accept
10576,Uh huh,accept
10577,What daily newspaper will `` help you see clearer across the USA '' ?,wh-question
10578,Yeah,accept
10579,Uh huh,accept
10580,this must be a a hard category,farewell
10581,Uh huh,accept
10582,Uh huh,accept
10583,Uh huh,accept
10584,Right,accept
10585,What Jewish holiday saw the start of the 1973 Mideast War ?,wh-question
10586,Uh huh,accept
10587,Yeah,accept
10588,Yeah,accept
10589,Uh huh,accept
10590,uh huh,accept
10591,Whereabouts is that,wh-question
10592,Have a nice weekend,farewell
10593,You too dear,farewell
10594,Uh huh,accept
10595,Uh huh,accept
10596,Yeah,accept
10597,What is the history of the soft drink Mr. Pibb ?,wh-question
10598,Well how bad were the side effects,wh-question
10599,Huh,accept
10600,Right,accept
10601,Right,accept
10602,Yeah,accept
10603,Uh huh,accept
10604,Yeah,accept
10605,Yeah,accept
10606,Yeah,accept
10607,Right,accept
10608,Oh sure,accept
10609,Right,accept
10610,Laughter Right,accept
10611,Right,accept
10612,Yeah,accept
10613,Yeah,accept
10614,Name the largest country in South America .,wh-question
10615,Yeah,accept
10616,Yeah,accept
10617,Oh,accept
10618,Yeah,accept
10619,Yeah,accept
10620,Yeah,accept
10621,so,farewell
10622,Uh huh,accept
10623,bye bye,farewell
10624,Uh huh,accept
10625,Oh,farewell
10626,Uh huh,accept
10627,How are you liking it,wh-question
10628,Right,accept
10629,Yeah,accept
10630,yeah,accept
10631,Bye bye,farewell
10632,No,reject
10633,When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,wh-question
10634,Uh huh,accept
10635,Right,accept
10636,Uh huh,accept
10637,Uh huh,accept
10638,Why can t trees break down,wh-question
10639,really,accept
10640,What actor and actress have made the most movies ?,wh-question
10641,Right,accept
10642,Uh huh,accept
10643,Tell everyone goodnight,imperative
10644,Uh huh,accept
10645,What year did the War of 1812 begin ?,wh-question
10646,What nationality was Jackson Pollock ?,wh-question
10647,Oh yeah,accept
10648,Uh I I think they should actually although prob perhaps not a an incredible amount more than what they re doing,reject
10649,How much did Varian Associates try to sell its vacuum products division to the BOC group for ?,wh-question
10650,Uh huh,accept
10651,Oh yeah,accept
10652,Switch on the fan,imperative
10653,it could be,accept
10654,Bye bye,farewell
10655,Yeah,accept
10656,What kind of cars do you do you usually drive,wh-question
10657,Uh huh,accept
10658,What is the name of the tallest mountain in the world ?,wh-question
10659,Uh huh,accept
10660,Yeah,accept
10661,Uh huh,accept
10662,How about MISTER ROGERS,wh-question
10663,What is the origin of the word `` amen '' ?,wh-question
10664,Uh huh,accept
10665,Uh huh,accept
10666,When was John D. Rockefeller born ?,wh-question
10667,Huh uh,accept
10668,yeah,accept
10669,So yeah,accept
10670,In what movie is the number nine found in the title ?,wh-question
10671,Sure,accept
10672,Right,accept
10673,Uh huh,accept
10674,Oh,accept
10675,Yeah,accept
10676,Uh huh,accept
10677,Uh huh,accept
10678,Oh,accept
10679,Uh huh,accept
10680,Oh,accept
10681,Yeah,farewell
10682,Yes,accept
10683,Uh huh,accept
10684,Uh huh,accept
10685,Uh huh,accept
10686,Uh huh,accept
10687,Bye bye,farewell
10688,Uh huh,accept
10689,How many earthworms are in a single pasture ?,wh-question
10690,Yeah,accept
10691,Yeah,accept
10692,Very faint Uh huh,accept
10693,Yeah,accept
10694,Yeah,accept
10695,Yeah,accept
10696,Bye bye,farewell
10697,Yeah,accept
10698,Uh huh,accept
10699,Where can I find full written draft of CTBT ?,wh-question
10700,Where can I find the lyrics for the song ` Getting Married Today ' from the musical ` Company ' ?,wh-question
10701,Really,accept
10702,Uh yeah,accept
10703,Uh huh,accept
10704,well it s good talking to you,farewell
10705,Yeah,accept
10706,Who created the monster in Mary Shelley 's novel Frankenstein ?,wh-question
10707,Uh huh,accept
10708,yeah,accept
10709,Oh uh huh,accept
10710,So what s it been doing up there,wh-question
10711,Uh huh,accept
10712,right,accept
10713,Uh huh,accept
10714,Uh huh,accept
10715,Yes,accept
10716,Yeah,accept
10717,Well how old are you,wh-question
10718,Yeah,accept
10719,What causes headaches ?,wh-question
10720,Uh huh,accept
10721,Yeah,accept
10722,Uh huh,accept
10723,Yeah,accept
10724,Yeah,accept
10725,I see,accept
10726,Uh huh,accept
10727,Oh okay,accept
10728,Right,accept
10729,Sure,accept
10730,Uh huh,accept
10731,Yeah,accept
10732,Yeah,accept
10733,Uh huh,accept
10734,Uh huh,accept
10735,Yeah,accept
10736,Uh huh,accept
10737,What d you do with them,wh-question
10738,Yeah,accept
10739,Oh,accept
10740,What spy novelist served as Moscow correspondent for Reuter and The Times of London ?,wh-question
10741,Which of the following people is not associated with Andy Warhol ?,wh-question
10742,Very faint Uh huh,accept
10743,Yeah,accept
10744,Uh huh,accept
10745,Yeah,accept
10746,Yeah,accept
10747,uh huh,accept
10748,Uh Uh huh,accept
10749,Uh huh,accept
10750,Uh huh,accept
10751,Speak freely and spread the word.,imperative
10752,Anyway well it s uh nice talking to you,farewell
10753,yeah,accept
10754,What Green Bay Packers coach philosophized : `` There 's nothing that stokes the fire like hate '' ?,wh-question
10755,Yeah,accept
10756,Uh huh,accept
10757,Well I should probably get back to my job laughter,farewell
10758,Right,accept
10759,Who founded the People 's Temple Commune ?,wh-question
10760,Uh huh,accept
10761,Oh really children static,accept
10762,Uh huh,accept
10763,Uh huh,accept
10764,Uh huh,accept
10765,Uh huh,accept
10766,Bye bye,farewell
10767,Oh I see,accept
10768,Yeah laughter,accept
10769,Uh huh,accept
10770,painting was it,wh-question
10771,Uh huh,accept
10772,Uh huh,accept
10773,Uh huh,accept
10774,Uh huh,accept
10775,Yeah,accept
10776,Uh huh,accept
10777,Okay,farewell
10778,Uh huh,accept
10779,Yeah,accept
10780,Huh very faint Uh huh,accept
10781,Yeah,accept
10782,Yeah,accept
10783,Oh you didn t,accept
10784,Right,accept
10785,Right,accept
10786,Yeah,accept
10787,Uh huh,accept
10788,What river does the Grand Coulee Dam dam ?,wh-question
10789,How much is Clara Peller being paid by Wendy 's to say `` Where 's the beef '' ?,wh-question
10790,Yeah,accept
10791,Uh huh,accept
10792,Right,accept
10793,Hm,accept
10794,Go good talking to you,farewell
10795,Uh huh,accept
10796,Um,accept
10797,Where do you enjoy dining out,wh-question
10798,Yeah,accept
10799,Uh huh,accept
10800,no problem there at all as fin as far as finding parking places,reject
10801,Uh huh,accept
10802,Uh huh,accept
10803,Yeah,accept
10804,Yeah,accept
10805,Right,accept
10806,Pretty good,greeting
10807,Yeah,accept
10808,How far out from the city I mean do you,wh-question
10809,yeah,accept
10810,Oh okay,accept
10811,Uh huh,accept
10812,How does a hydroelectric dam work ?,wh-question
10813,Huh uh,accept
10814,What five-time winner of the Kentucky Derby lost his first 25 races ?,wh-question
10815,Child Yeah,accept
10816,Yeah,accept
10817,Right,accept
10818,Study hard for the math exam!,imperative
10819,Right,accept
10820,What is AFS ?,wh-question
10821,Uh huh,accept
10822,Yeah,accept
10823,Uh huh,accept
10824,Oh,accept
10825,Right,accept
10826,Oh yeah,accept
10827,Oh,accept
10828,Yeah,accept
10829,Yeah,accept
10830,Yeah,accept
10831,Yeah,accept
10832,laughter Yeah,accept
10833,Yeah,accept
10834,Yes,accept
10835,Oh,accept
10836,Uh huh,accept
10837,Oh,accept
10838,Right,accept
10839,What is his name,wh-question
10840,Uh huh,accept
10841,Uh huh,accept
10842,Uh huh,accept
10843,How how does it keep the cost down,wh-question
10844,Yeah,accept
10845,Uh huh,accept
10846,Yeah,accept
10847,What work are you in,wh-question
10848,Uh huh,accept
10849,Right,accept
10850,What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?,wh-question
10851,Right,accept
10852,yeah,accept
10853,Yes,accept
10854,Uh huh,accept
10855,I hope things look up laughter,farewell
10856,And then when you serve the meal what type of wine would you have with uh with the with seafood,wh-question
10857,Uh huh,accept
10858,Oh yes,accept
10859,What is the current ticket fare from from Cairo to Barbados ?,wh-question
10860,Yeah,accept
10861,Uh huh,accept
10862,Oh I see,accept
10863,Uh huh,accept
10864,Yeah,accept
10865,Uh,accept
10866,When do you,wh-question
10867,Uh huh,accept
10868,take care,farewell
10869,Where is Guam ?,wh-question
10870,Uh huh,accept
10871,Uh huh,accept
10872,Uh huh,accept
10873,Uh huh,accept
10874,Yeah,accept
10875,Yeah,accept
10876,Right,accept
10877,Right,accept
10878,Uh huh,accept
10879,You too,farewell
10880,Yeah,accept
10881,Yeah,accept
10882,Uh huh,accept
10883,Uh huh,accept
10884,Uh huh,accept
10885,Right,accept
10886,Yeah,accept
10887,Yeah,accept
10888,Uh huh,accept
10889,Uh huh,accept
10890,Uh huh,accept
10891,Uh huh,accept
10892,Yeah,accept
10893,Right,accept
10894,Yeah,accept
10895,Yes,accept
10896,Uh huh,accept
10897,Yeah,accept
10898,Yeah,accept
10899,Yeah,accept
10900,Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,wh-question
10901,How many states did Richard Nixon carry in 1972 ?,wh-question
10902,Uh huh,accept
10903,Yeah,accept
10904,Laughter Yes,accept
10905,Uh huh,accept
10906,Oh yeah,accept
10907,Yeah,accept
10908,Uh huh,accept
10909,Yeah,accept
10910,Yeah,accept
10911,Yeah,accept
10912,Yeah,accept
10913,Yeah,accept
10914,Oh,accept
10915,Uh huh,accept
10916,uh huh,accept
10917,uh huh,accept
10918,How many people in the USA say their number one source of information is the newspaper ?,wh-question
10919,yeah,accept
10920,Sure,accept
10921,What 's the green variety of beryl called ?,wh-question
10922,Okay,accept
10923,Yeah,accept
10924,Yeah,accept
10925,Yeah,accept
10926,Right,accept
10927,But uh,accept
10928,Yes,accept
10929,Well yeah,accept
10930,Yeah,accept
10931,Uh huh,accept
10932,Uh huh,accept
10933,yeah,accept
10934,what do you read I guess in general,wh-question
10935,Yeah,accept
10936,Right,accept
10937,No,reject
10938,Yeah,accept
10939,Right,accept
10940,Yeah,accept
10941,Yes,accept
10942,Yeah,accept
10943,Uh huh,accept
10944,Uh huh,accept
10945,oh yeah,accept
10946,Yeah,accept
10947,What are liver enzymes ?,wh-question
10948,Uh huh,accept
10949,Uh huh,accept
10950,Yeah,accept
10951,Um,accept
10952,Yeah,accept
10953,Yeah,accept
10954,Yeah,accept
10955,Yes,accept
10956,Laughter Well it s been some interesting subjects,farewell
10957,What nationality were the 123 people who died in the Black Hole of Calcutta ?,wh-question
10958,Really,accept
10959,Yeah,accept
10960,Yes,accept
10961,Tell me what are some of the things that you did with your children when they were growing up,wh-question
10962,well wh wh wh why do you say that actually,wh-question
10963,Yeah,accept
10964,No,accept
10965,What is ouzo ?,wh-question
10966,Right,accept
10967,Yeah,accept
10968,Keep working!,imperative
10969,Yeah,accept
10970,Okay,accept
10971,Oh yeah,accept
10972,Uh huh,accept
10973,What city is terrorized by Dracula in The Night Stalker ?,wh-question
10974,Uh huh,accept
10975,Yeah,accept
10976,barking Uh huh,accept
10977,Uh huh,accept
10978,All right,accept
10979,Where is the Keck telescope ?,wh-question
10980,Yes,accept
10981,Uh huh,accept
10982,Right,accept
10983,Yeah,accept
10984,Right,accept
10985,How many real fruit juices are there in a can of Hawaiian Punch ?,wh-question
10986,Yeah,accept
10987,Yeah,accept
10988,Oh,accept
10989,Uh huh,accept
10990,Yeah,accept
10991,Um Okay,accept
10992,Uh huh,farewell
10993,Yeah,accept
10994,Yeah,accept
10995,Ray Charles plays which instrument ?,wh-question
10996,Yeah,accept
10997,Right,accept
10998,Yeah,accept
10999,Right,farewell
11000,Right,accept
11001,Uh huh,accept
11002,How tall is kilamanjaro ?,wh-question
11003,Yeah,accept
11004,yeah,accept
11005,What kind of creatures are the Canary Islands named for ?,wh-question
11006,Uh huh,accept
11007,Yeah,accept
11008,Uh huh,accept
11009,Name a film in which Jude Law acted .,wh-question
11010,Yeah,accept
11011,Uh huh,accept
11012,Uh huh,accept
11013,Yeah,accept
11014,Sure,accept
11015,uh huh,accept
11016,Uh huh,accept
11017,Uh huh,accept
11018,What kind of what kind of jobs have you done,wh-question
11019,Well no,reject
11020,yeah,accept
11021,Yep,accept
11022,yeah,accept
11023,Yeah,accept
11024,So what kind of music you into,wh-question
11025,Yeah,accept
11026,Yeah,accept
11027,Right,accept
11028,Cough Excuse me But um anyway that s the family reunion story,farewell
11029,Uh huh,accept
11030,Yeah,accept
11031,What operating system do IBM-compatible machines use ?,wh-question
11032,Yeah,accept
11033,Oh yes,accept
11034,Yes,accept
11035,Where is the Statistical Abstract of the United States online ?,wh-question
11036,Uh huh,accept
11037,Oh really,accept
11038,Bye bye,farewell
11039,He he refuted it,reject
11040,Uh huh,accept
11041,What is the difference between the anus and the rectum ?,wh-question
11042,What country imposed the Berlin Blockade in 1948 ?,wh-question
11043,Yeah,accept
11044,Yeah,accept
11045,Uh huh,accept
11046,Uh huh,accept
11047,Yeah,accept
11048,yeah,accept
11049,Uh huh,accept
11050,Wow,accept
11051,yeah,accept
11052,uh huh,accept
11053,Uh huh,accept
11054,"What TV series saw many of its aquatic scenes shot at Silver Springs , Florida ?",wh-question
11055,No very faint,accept
11056,well it s nice talking to you,farewell
11057,What company was the original sponsor of TV 's Superman ?,wh-question
11058,What was Hitler 's favorite movie ?,wh-question
11059,Right,accept
11060,Uh huh,accept
11061,Yes,accept
11062,Oh yeah,accept
11063,Well you bet,farewell
11064,Uh huh,accept
11065,Okay,accept
11066,Uh huh,accept
11067,Uh huh,accept
11068,Huh uh,accept
11069,Right,accept
11070,Uh what are the ages of your kids then,wh-question
11071,So uh what was the last car repair you had,wh-question
11072,Uh huh,accept
11073,Uh huh,accept
11074,Okay,accept
11075,Yeah,accept
11076,Oh uh huh,accept
11077,Uh huh,accept
11078,What type of performer is Ileana Cotrubas ?,wh-question
11079,so there are people throughout the country that feel,farewell
11080,Right,accept
11081,Yeah,accept
11082,uh huh,accept
11083,yeah,accept
11084,Right,farewell
11085,Right,accept
11086,Oh yes,accept
11087,Uh huh,accept
11088,What European country 's monarchy was restored in 1975 ?,wh-question
11089,uh huh,accept
11090,How many people does Honda employ in the U.S. ?,wh-question
11091,Uh huh,accept
11092,yeah,accept
11093,Yeah,accept
11094,uh huh,accept
11095,What is the origin of thank you notes ?,wh-question
11096,Yeah,accept
11097,Huh,accept
11098,Yeah,accept
11099,Oh yeah,accept
11100,I see,accept
11101,yeah,accept
11102,Uh huh,accept
11103,Uh huh,accept
11104,What does Tiffany mean ?,wh-question
11105,Yeah,accept
11106,Yes,accept
11107,Uh huh,accept
11108,Huh uh,accept
11109,Yes,accept
11110,Huh uh,accept
11111,Huh uh,accept
11112,Yeah,accept
11113,Uh huh,accept
11114,"What are some fun things to do in Cozumel , Mexico for teenagers ?",wh-question
11115,Same,farewell
11116,Uh huh,accept
11117,Yeah,accept
11118,Yeah,accept
11119,Yeah,accept
11120,Yeah,accept
11121,Uh huh,accept
11122,Yeah,accept
11123,Uh huh,accept
11124,yeah,accept
11125,Uh huh,accept
11126,yeah,accept
11127,They don t kill them,reject
11128,Yeah,accept
11129,Uh huh,accept
11130,Uh huh,accept
11131,good luck,farewell
11132,Who developed potlatch ?,wh-question
11133,Right,accept
11134,How did,wh-question
11135,Do not come home late.,imperative
11136,where are you,wh-question
11137,Yeah,accept
11138,Yes,accept
11139,yes,accept
11140,I enjoyed talking to you,farewell
11141,Oh yeah,accept
11142,yeah,accept
11143,Yeah,accept
11144,Uh huh,accept
11145,Yeah,accept
11146,Yeah,accept
11147,Yeah,accept
11148,Uh huh,accept
11149,bye bye,farewell
11150,What is `` the washed vodka '' ?,wh-question
11151,Yeah,accept
11152,Yeah,accept
11153,Yeah,accept
11154,Uh huh,accept
11155,Yeah,accept
11156,Oh,accept
11157,I know you too,farewell
11158,Oh,accept
11159,So but I guess they were talking about experiences,farewell
11160,Uh huh,accept
11161,Yeah,accept
11162,Yeah,accept
11163,What program do I need to run a .tbk file ?,wh-question
11164,Oh,accept
11165,yeah beep,accept
11166,Uh huh,accept
11167,Yeah,accept
11168,Uh huh,accept
11169,uh huh,accept
11170,Uh huh,accept
11171,Yeah,accept
11172,Uh huh,accept
11173,Right,accept
11174,Oh uh huh,accept
11175,yeah,accept
11176,What actress starred in `` The Lion in Winter '' ?,wh-question
11177,Which language has the most words ?,wh-question
11178,Yeah,accept
11179,Yeah,accept
11180,Yeah,accept
11181,Uh huh,accept
11182,Uh huh,accept
11183,Uh huh,accept
11184,Uh huh,accept
11185,What famed gangland slaughter cut into the membership of Bugs Moran 's outfit ?,wh-question
11186,Right,accept
11187,What age followed the Bronze Age ?,wh-question
11188,Uh huh,accept
11189,Uh huh,accept
11190,Uh huh,accept
11191,Yeah,accept
11192,What are the Twin Cities ?,wh-question
11193,Yeah,accept
11194,I do,reject
11195,Yeah,accept
11196,Oh,accept
11197,Yeah,farewell
11198,Yeah,accept
11199,Who wrote The Collector ?,wh-question
11200,What heavyweight boxer was known as The Wild Bull of the Pampas ?,wh-question
11201,Well it was nice talking to you,farewell
11202,"What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?",wh-question
